127.0.0.1 - - [11/Sep/2018:15:37:33 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:36 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:36 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:36 +0800] "GET /EyuShop/product/list?key=&cid=8&pn=1&low=0&high=99999 HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:36 +0800] "GET /EyuShop/manage/category/root_list HTTP/1.1" 200 2207
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:40 +0800] "GET /EyuShopPortal/products?key=%E7%BA%A2 HTTP/1.1" 200 11525
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:40 +0800] "POST /EyuShopPortal/set_attr HTTP/1.1" 500 -
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:40 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:40 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:40 +0800] "GET /EyuShop/product/list?key=%E7%BA%A2&cid=&pn=1&low=0&high=99999 HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:40 +0800] "GET /EyuShop/manage/category/root_list HTTP/1.1" 200 2207
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:45 +0800] "GET /EyuShopPortal/product?pid=4 HTTP/1.1" 200 9520
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:45 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:45 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:45 +0800] "GET /EyuShop/manage/category/root_list HTTP/1.1" 200 2207
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:46 +0800] "GET /EyuShop/product/info?pid=4 HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:50 +0800] "POST /EyuShop/cart/add HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [11/Sep/2018:15:47:54 +0800] "POST /EyuShop/cart/add HTTP/1.1" 200 44
